plat_nomor,nomor_rangka,warna,model,tipe,tahun_dibuat,tanggal_masa_pajak,pkb,pkb_progresif,opsen_pkb,opsen_pkb_progresif,swdkllj,parkir_berlangganan,pengesahan_stnk,cetak_stnk,cetak_tnkb
P 2098 EIA,50497,Merah,Yamaha Vixion R,B4WA8QZA9,2012,29 Oktober 2024,85000,0,56100,0,35000,0,0,100000,60000
M 9084 PMH,55991,Hitam,Yamaha Aerox 155,B3WOALKA9,2016,19 Februari 2025,85000,0,56100,0,83000,0,0,100000,60000
M 7228 DFW,78200,Kuning,Yamaha Vixion R,B4WV5F3SV,2022,12 Desember 2023,95000,0,62700,0,83000,0,0,100000,60000
N 5769 GBP,42028,Kuning,Yamaha R15,B74VSILB5,2020,27 September 2024,124000,0,81840,0,35000,0,0,100000,60000
W 2658 JIH,54067,Biru,Kawasaki KLX 150,KLX150WSWOQM,2013,15 September 2025,124000,0,81840,0,35000,0,0,100000,60000
N 1822 UED,37927,Merah,Honda PCX 160,KF30HUS3QL,2023,19 April 2026,124000,0,81840,0,35000,0,0,100000,60000
P 7169 ZF,11403,Hijau,Honda Vario 125,JFH1YN4CBU,2023,28 Mei 2024,250000,0,165000,0,83000,0,0,100000,60000
N 7674 QMM,42313,Abu-Abu,Yamaha Vixion R,B4WE6F4O7,2022,13 April 2025,150000,0,99000,0,83000,0,0,100000,60000
W 1250 IVB,37471,Putih,Honda CB150R,CB150RKXSNPC,2023,27 Mei 2025,200000,0,132000,0,35000,0,0,100000,60000
L 8181 PTP,04510,Hijau,Yamaha NMAX 155,SED3EN6Q2G,2013,14 Desember 2024,250000,0,165000,0,35000,0,0,100000,60000
AE 5591 ZJY,49358,Abu-Abu,Honda PCX 160,KF3022WWVR,2020,16 Oktober 2025,95000,0,62700,0,83000,0,0,100000,60000
N 6228 MH,11797,Merah,Yamaha NMAX 155,SED32ADL7G,2022,2 September 2025,95000,0,62700,0,83000,0,0,100000,60000
N 1554 TMF,52204,Hitam,Yamaha R15,B74OAAZDJ,2020,4 Juli 2024,124000,0,81840,0,35000,0,0,100000,60000
W 5048 XT,93470,Hijau,Kawasaki Ninja 250,EX250HC41O5,2020,31 Mei 2024,124000,0,81840,0,83000,0,0,100000,60000
AG 9715 KY,77851,Silver,Yamaha NMAX 155,SED3S31JOY,2010,22 Desember 2025,150000,0,99000,0,83000,0,0,100000,60000
M 6861 BVR,62918,Putih,Honda Scoopy,JFB1ZTCSWV,2022,3 Juli 2025,95000,0,62700,0,83000,0,0,100000,60000
M 1470 OR,14674,Merah,Yamaha Vixion R,B4WOS8U3P,2011,1 Desember 2025,200000,0,132000,0,83000,0,0,100000,60000
AE 5230 CVJ,29888,Orange,Yamaha Vixion R,B4W95TKTH,2022,1 April 2024,225000,0,148500,0,35000,0,0,100000,60000
W 3964 JHH,41128,Silver,Honda PCX 160,KF30Z847DD,2016,15 Desember 2025,150000,0,99000,0,35000,0,0,100000,60000
M 6096 ZG,43701,Merah,Honda Vario 125,JFH1I3PD1J,2019,22 Juli 2025,110000,0,72600,0,83000,0,0,100000,60000
S 4196 ARY,51268,Abu-Abu,Honda Scoopy,JFB1YGFP8P,2018,20 Agustus 2024,110000,0,72600,0,83000,0,0,100000,60000
W 2426 SYE,13206,Kuning,Yamaha NMAX 155,SED3GRRH7B,2023,2 April 2024,225000,0,148500,0,35000,0,0,100000,60000
AE 9762 IYD,79287,Silver,Kawasaki Ninja 250,EX250GRT1ER,2012,18 Maret 2026,225000,0,148500,0,83000,0,0,100000,60000
P 6196 PK,49768,Hitam,Suzuki GSX-R150,GX1503FZKXB,2013,29 Agustus 2025,95000,0,62700,0,83000,0,0,100000,60000
W 1679 NC,11007,Merah,Kawasaki KLX 150,KLX150TX2IKB,2011,15 Desember 2025,200000,0,132000,0,35000,0,0,100000,60000
N 1761 XOM,96421,Hijau,Honda CB150R,CB150RUSCB6R,2020,24 April 2025,175000,0,115500,0,83000,0,0,100000,60000
AE 2086 KVK,58987,Orange,Yamaha R15,B7422JEM6,2018,20 Januari 2025,135000,0,89100,0,83000,0,0,100000,60000
S 9225 OZH,14844,Kuning,Kawasaki Ninja 250,EX2507IDNLJ,2023,8 Juni 2025,124000,0,81840,0,35000,0,0,100000,60000
W 2288 JO,14383,Kuning,Yamaha R15,B74L8YPYR,2011,5 Desember 2023,135000,0,89100,0,83000,0,0,100000,60000
P 9271 LS,38131,Merah,Kawasaki KLX 150,KLX150AAECHG,2015,2 Juni 2025,175000,0,115500,0,35000,0,0,100000,60000
N 2614 QA,59741,Merah,Honda PCX 160,KF30M2Q2C0,2017,21 Desember 2024,200000,0,132000,0,35000,0,0,100000,60000
S 4015 AC,86746,Merah,Honda CB150R,CB150RWYQK3T,2023,8 Desember 2025,124000,0,81840,0,35000,0,0,100000,60000
AG 3621 IN,23482,Putih,Yamaha R15,B74OQUC0V,2015,2 November 2024,150000,0,99000,0,83000,0,0,100000,60000
W 4170 TBR,43780,Biru,Honda Revo 110,HB5JE8JN8,2013,10 Agustus 2024,150000,0,99000,0,83000,0,0,100000,60000
W 8336 OSE,88570,Merah,Yamaha Mio M3,F3G0QFWQS,2017,16 Maret 2025,95000,0,62700,0,83000,0,0,100000,60000
L 1399 UXB,45921,Merah,Yamaha Vixion R,B4WQMJN6O,2020,8 Januari 2024,95000,0,62700,0,35000,0,0,100000,60000
L 9605 UV,62561,Biru,Honda Scoopy,JFB1XE3N52,2013,13 Agustus 2024,225000,0,148500,0,35000,0,0,100000,60000
M 9768 DZX,91486,Biru,Honda Vario 125,JFH1YLIHCE,2016,23 Juli 2024,250000,0,165000,0,83000,0,0,100000,60000
AG 2029 QXF,21360,Merah,Yamaha R15,B74ZGV2FR,2015,5 Juni 2025,135000,0,89100,0,35000,0,0,100000,60000
AE 9098 VNR,80294,Hijau,Honda Beat,JFW10UZC4Q,2018,26 November 2024,175000,0,115500,0,83000,0,0,100000,60000
AE 3490 UZG,28334,Biru,Honda Vario 125,JFH1AGAWPO,2011,28 November 2025,200000,0,132000,0,83000,0,0,100000,60000
AG 7863 RQ,28291,Kuning,Honda CB150R,CB150RTI3I5A,2015,12 Juni 2024,175000,0,115500,0,83000,0,0,100000,60000
AG 8824 FPJ,61256,Silver,Yamaha Aerox 155,B3WEO7D8W,2018,19 Maret 2024,95000,0,62700,0,83000,0,0,100000,60000
N 3437 DUM,58714,Abu-Abu,Honda Vario 125,JFH1W4VDSS,2014,28 Mei 2024,85000,0,56100,0,83000,0,0,100000,60000
L 5093 BSO,75739,Abu-Abu,Suzuki GSX-R150,GX150DRGHSB,2011,28 Maret 2024,124000,0,81840,0,83000,0,0,100000,60000
P 6562 PSO,01120,Silver,Yamaha Aerox 155,B3WYULYWL,2013,8 Februari 2024,110000,0,72600,0,83000,0,0,100000,60000
P 9003 AAQ,03412,Hijau,Honda PCX 160,KF30VTZ4PB,2021,5 Mei 2026,124000,0,81840,0,83000,0,0,100000,60000
L 7080 XA,31524,Hijau,Honda PCX 160,KF30SI3OE9,2021,16 November 2025,225000,0,148500,0,35000,0,0,100000,60000
M 6460 OCH,17289,Kuning,Honda PCX 160,KF30LBHWG5,2014,12 Januari 2025,225000,0,148500,0,83000,0,0,100000,60000
N 9090 OJ,04238,Kuning,Kawasaki Ninja 250,EX2505V5T0A,2018,13 September 2025,135000,0,89100,0,35000,0,0,100000,60000
M 9388 ZMQ,27255,Silver,Yamaha Vixion R,B4W3GEHLE,2018,11 Maret 2024,95000,0,62700,0,83000,0,0,100000,60000
P 9665 GN,99720,Merah,Suzuki Satria F150,SF150H89UHL,2021,14 September 2024,250000,0,165000,0,35000,0,0,100000,60000
M 2830 XC,38537,Hitam,Honda PCX 160,KF305IA23O,2021,2 September 2024,85000,0,56100,0,35000,0,0,100000,60000
M 7557 CN,54029,Hitam,Honda Scoopy,JFB1DXFVUE,2016,2 Mei 2024,135000,0,89100,0,83000,0,0,100000,60000
W 9653 TBX,77908,Putih,Honda Beat,JFW1VNR3LS,2011,26 September 2025,124000,0,81840,0,83000,0,0,100000,60000
S 2260 FEF,05685,Kuning,Honda CB150R,CB150R2HZ4I6,2023,23 Mei 2024,175000,0,115500,0,35000,0,0,100000,60000
AE 8285 XT,20394,Hitam,Kawasaki Ninja 250,EX25047AREJ,2013,12 Januari 2025,135000,0,89100,0,35000,0,0,100000,60000
L 3705 VRA,79766,Biru,Kawasaki Ninja 250,EX250P8RRRZ,2012,17 Juli 2025,95000,0,62700,0,35000,0,0,100000,60000
S 7282 TLG,21073,Orange,Honda Beat,JFW1HUJABF,2013,11 Februari 2026,135000,0,89100,0,35000,0,0,100000,60000
P 5453 JLA,78043,Silver,Honda Vario 125,JFH17KWAOO,2014,24 Januari 2025,150000,0,99000,0,35000,0,0,100000,60000
AG 8587 MP,69015,Hitam,Yamaha Mio M3,F3GUX6JKL,2017,16 Oktober 2024,110000,0,72600,0,35000,0,0,100000,60000
L 4215 ZRG,90094,Hijau,Kawasaki KLX 150,KLX150RB7036,2014,7 Oktober 2024,110000,0,72600,0,35000,0,0,100000,60000
W 7599 VNU,64489,Abu-Abu,Yamaha Aerox 155,B3W4S7W8G,2017,10 April 2024,110000,0,72600,0,35000,0,0,100000,60000
W 6175 UR,06420,Abu-Abu,Kawasaki Ninja 250,EX250LEACNL,2011,4 Juni 2024,135000,0,89100,0,83000,0,0,100000,60000
M 4851 RSG,87106,Hijau,Honda Revo 110,HB54S41PS,2021,11 Februari 2024,200000,0,132000,0,35000,0,0,100000,60000
N 3180 RPC,38419,Hijau,Honda Revo 110,HB5IE5D6K,2019,17 Desember 2025,225000,0,148500,0,35000,0,0,100000,60000
N 1988 DD,31670,Orange,Suzuki Satria F150,SF150CS1OZF,2015,8 April 2025,124000,0,81840,0,35000,0,0,100000,60000
N 4440 OML,24257,Hitam,Honda CB150R,CB150RE0BS3R,2024,4 Maret 2026,124000,0,81840,0,35000,0,0,100000,60000
P 5735 UGC,59784,Merah,Suzuki Satria F150,SF150318NC6,2011,10 Mei 2025,175000,0,115500,0,83000,0,0,100000,60000
AG 3274 OD,04950,Abu-Abu,Honda Beat,JFW1TKA25H,2013,16 Desember 2024,150000,0,99000,0,83000,0,0,100000,60000
AG 4209 EUZ,73404,Biru,Yamaha R15,B744AGFNR,2019,18 Maret 2026,175000,0,115500,0,83000,0,0,100000,60000
L 8303 BS,00776,Biru,Honda Beat,JFW1IF9FMK,2021,22 April 2025,135000,0,89100,0,83000,0,0,100000,60000
S 8040 KUK,78803,Kuning,Honda Revo 110,HB5JVNG8I,2012,14 September 2024,225000,0,148500,0,83000,0,0,100000,60000
S 8006 PP,67550,Orange,Yamaha Freego,B7K8MBQWC,2023,21 Februari 2024,175000,0,115500,0,83000,0,0,100000,60000
S 6593 TBJ,96171,Putih,Yamaha Aerox 155,B3WXIFJVA,2015,26 Mei 2024,225000,0,148500,0,35000,0,0,100000,60000
L 7829 VXD,64452,Orange,Honda Revo 110,HB5JZXYVG,2024,29 Juli 2025,175000,0,115500,0,35000,0,0,100000,60000
P 9338 CS,37103,Orange,Kawasaki Ninja 250,EX250O820WL,2012,12 April 2026,225000,0,148500,0,35000,0,0,100000,60000
S 3532 JVJ,77545,Hijau,Kawasaki Ninja 250,EX250FQGIWA,2016,23 Desember 2023,110000,0,72600,0,35000,0,0,100000,60000
P 4749 KV,11826,Putih,Yamaha NMAX 155,SED3L65PXW,2013,28 April 2025,200000,0,132000,0,83000,0,0,100000,60000
S 9515 HGV,29058,Biru,Suzuki GSX-R150,GX150ZRTGZY,2010,22 November 2025,95000,0,62700,0,35000,0,0,100000,60000
N 7351 DGI,81496,Merah,Yamaha Freego,B7K1W36CO,2021,21 Desember 2024,250000,0,165000,0,35000,0,0,100000,60000
N 3962 AUV,59684,Abu-Abu,Yamaha NMAX 155,SED3TJCFI1,2020,14 Januari 2026,110000,0,72600,0,83000,0,0,100000,60000
AE 6050 DC,11488,Hitam,Honda Revo 110,HB52U972S,2016,24 Agustus 2024,124000,0,81840,0,83000,0,0,100000,60000
AG 2033 PN,42163,Hijau,Yamaha Aerox 155,B3W2AQV2K,2013,8 April 2026,150000,0,99000,0,35000,0,0,100000,60000
M 8762 YC,83684,Abu-Abu,Yamaha Aerox 155,B3WHVYWU7,2024,4 Oktober 2025,124000,0,81840,0,35000,0,0,100000,60000
N 5355 ZF,78377,Putih,Yamaha R15,B74I0WF6R,2020,1 Juni 2024,200000,0,132000,0,35000,0,0,100000,60000
P 7187 TOZ,98763,Hitam,Honda Revo 110,HB5O8MLF1,2021,10 Maret 2024,95000,0,62700,0,35000,0,0,100000,60000
P 1917 ZZU,87069,Silver,Yamaha Vixion R,B4WMMZDJD,2012,16 Juli 2024,225000,0,148500,0,83000,0,0,100000,60000
W 6012 AHF,61870,Silver,Honda Vario 125,JFH1DADEAB,2021,14 Oktober 2024,110000,0,72600,0,35000,0,0,100000,60000
P 5997 NSA,71632,Abu-Abu,Yamaha Vixion R,B4WMU2OKJ,2016,18 Desember 2024,225000,0,148500,0,35000,0,0,100000,60000
AE 9095 ORV,98341,Hijau,Yamaha Freego,B7KBYNAFS,2017,17 Maret 2025,200000,0,132000,0,83000,0,0,100000,60000
W 3896 DV,44386,Hijau,Kawasaki Ninja 250,EX250WKIYV4,2017,22 Mei 2026,95000,0,62700,0,35000,0,0,100000,60000
P 3691 FEZ,89518,Abu-Abu,Honda Scoopy,JFB1TWHXX3,2019,1 Februari 2026,124000,0,81840,0,83000,0,0,100000,60000
N 8835 ZFU,75384,Silver,Yamaha NMAX 155,SED34UJX9T,2020,13 September 2025,85000,0,56100,0,83000,0,0,100000,60000
AE 6662 PH,19824,Hitam,Honda Revo 110,HB5XTBUQF,2016,19 Januari 2026,135000,0,89100,0,83000,0,0,100000,60000
AE 1088 JAM,08703,Kuning,Honda Vario 125,JFH1JR4Y6E,2021,4 Januari 2026,110000,0,72600,0,83000,0,0,100000,60000
S 6925 KWJ,26376,Putih,Honda Vario 125,JFH1WKCY25,2016,25 Mei 2025,175000,0,115500,0,83000,0,0,100000,60000
AE 5550 DYI,16052,Hijau,Yamaha NMAX 155,SED3NT5Z1A,2020,11 April 2026,200000,0,132000,0,35000,0,0,100000,60000
M 8072 GS,29208,Putih,Kawasaki Ninja 250,EX250WKMR1F,2012,6 Juni 2025,95000,0,62700,0,35000,0,0,100000,60000
S 1969 GYB,78547,Merah,Yamaha NMAX 155,SED3QK5GPA,2024,9 Februari 2025,200000,0,132000,0,83000,0,0,100000,60000
AG 9404 BNQ,91018,Biru,Kawasaki Ninja 250,EX250S5741F,2022,10 Januari 2026,175000,0,115500,0,83000,0,0,100000,60000
AG 3446 AE,58009,Silver,Honda PCX 160,KF30M1O5CM,2016,16 Maret 2025,110000,0,72600,0,35000,0,0,100000,60000
L 5730 CJA,07298,Orange,Yamaha Freego,B7KCPM9OT,2021,15 Desember 2025,225000,0,148500,0,83000,0,0,100000,60000
AE 8505 ELO,26253,Putih,Kawasaki KLX 150,KLX150HAYDVO,2017,29 Maret 2026,135000,0,89100,0,35000,0,0,100000,60000
N 7896 SCE,63138,Putih,Yamaha Vixion R,B4WATVUAD,2010,26 Mei 2024,175000,0,115500,0,35000,0,0,100000,60000
L 1213 PA,75272,Putih,Honda Beat,JFW15VPAX4,2024,1 Juni 2025,200000,0,132000,0,35000,0,0,100000,60000
M 1781 GB,39751,Biru,Honda Vario 125,JFH1GJO1K3,2019,10 September 2025,200000,0,132000,0,83000,0,0,100000,60000
N 3438 MPS,23613,Biru,Honda Revo 110,HB57HGH5C,2018,4 Februari 2026,175000,0,115500,0,35000,0,0,100000,60000
N 7508 ZGK,08104,Biru,Yamaha Vixion R,B4WNVUFM8,2011,31 Mei 2025,135000,0,89100,0,83000,0,0,100000,60000
AE 7394 HN,31209,Hijau,Honda Vario 125,JFH1D3QCTP,2015,26 Agustus 2024,85000,0,56100,0,83000,0,0,100000,60000
AG 1439 DJ,77204,Putih,Yamaha Mio M3,F3G4C9LI0,2013,1 Maret 2025,95000,0,62700,0,35000,0,0,100000,60000
AE 9044 UP,08845,Putih,Yamaha Freego,B7K6S1L2W,2020,26 Agustus 2025,110000,0,72600,0,35000,0,0,100000,60000
W 8570 ZZV,79252,Putih,Kawasaki KLX 150,KLX1508SFJ2Z,2015,1 Oktober 2025,85000,0,56100,0,35000,0,0,100000,60000
P 1352 AIA,87694,Kuning,Suzuki GSX-R150,GX150C4Z4AQ,2010,27 Juli 2024,135000,0,89100,0,83000,0,0,100000,60000
L 1558 KE,96731,Biru,Yamaha Freego,B7KBQQGU4,2021,12 Juni 2025,124000,0,81840,0,83000,0,0,100000,60000
S 1221 KU,50053,Merah,Yamaha Vixion R,B4WEQJ4AG,2018,16 Maret 2026,200000,0,132000,0,83000,0,0,100000,60000
P 8243 XC,10439,Orange,Honda Revo 110,HB5PDEOMB,2024,7 Oktober 2025,150000,0,99000,0,83000,0,0,100000,60000
W 1082 PF,50233,Orange,Yamaha NMAX 155,SED3DRZFP9,2011,28 Februari 2024,150000,0,99000,0,83000,0,0,100000,60000
W 4250 VLZ,63886,Kuning,Honda Vario 125,JFH1OI6YES,2022,14 Januari 2026,110000,0,72600,0,83000,0,0,100000,60000
W 4566 CI,51022,Merah,Honda Revo 110,HB5D09DT8,2018,24 Mei 2025,110000,0,72600,0,35000,0,0,100000,60000
AE 6730 WMQ,39920,Silver,Yamaha Vixion R,B4WVM3KFZ,2021,11 Juli 2024,250000,0,165000,0,35000,0,0,100000,60000
N 1976 NQC,07055,Merah,Yamaha Mio M3,F3G0BT0O9,2013,25 Januari 2026,124000,0,81840,0,83000,0,0,100000,60000
S 7098 TB,23392,Hitam,Yamaha NMAX 155,SED3NR2KM6,2024,25 Agustus 2025,135000,0,89100,0,83000,0,0,100000,60000
W 8280 JKU,50597,Putih,Honda Scoopy,JFB1I5AGBP,2012,21 Mei 2026,250000,0,165000,0,35000,0,0,100000,60000
P 3438 TK,51444,Hitam,Yamaha R15,B747HTSB6,2020,12 September 2025,135000,0,89100,0,83000,0,0,100000,60000
AG 6704 FU,78638,Merah,Honda PCX 160,KF30GGABDE,2022,1 September 2024,250000,0,165000,0,35000,0,0,100000,60000
AE 2739 RXY,18873,Hitam,Honda PCX 160,KF30BT3ZTM,2016,23 Januari 2025,150000,0,99000,0,35000,0,0,100000,60000
AG 7483 SW,07338,Hitam,Suzuki GSX-R150,GX150ATFD0J,2024,9 April 2025,135000,0,89100,0,83000,0,0,100000,60000
N 3274 PQR,65321,Hitam,Honda Beat,JFW1BOKYLU,2021,16 Februari 2024,150000,0,99000,0,35000,0,0,100000,60000
AG 1856 GWH,69894,Orange,Yamaha Vixion R,B4WIJLQ56,2024,31 Oktober 2025,95000,0,62700,0,83000,0,0,100000,60000
S 3227 TFF,05638,Orange,Honda CB150R,CB150R6JSXDF,2015,29 Mei 2024,85000,0,56100,0,83000,0,0,100000,60000
P 7776 IO,57190,Hijau,Kawasaki Ninja 250,EX2501O9HWF,2019,20 Januari 2024,110000,0,72600,0,83000,0,0,100000,60000
P 2503 ZKN,25870,Hijau,Honda Vario 125,JFH1TZB8VI,2015,24 September 2025,85000,0,56100,0,35000,0,0,100000,60000
S 2053 NL,95321,Orange,Honda Beat,JFW1SXM3QK,2016,22 Januari 2024,110000,0,72600,0,83000,0,0,100000,60000
P 4805 VYC,66906,Kuning,Honda CB150R,CB150R4IXN4R,2019,19 Mei 2026,200000,0,132000,0,83000,0,0,100000,60000
AE 1011 EVN,06117,Hijau,Honda Beat,JFW1NRS1WV,2017,2 Mei 2024,225000,0,148500,0,35000,0,0,100000,60000
AE 2713 NVN,01555,Abu-Abu,Yamaha Vixion R,B4W2S5YYE,2014,8 April 2024,150000,0,99000,0,83000,0,0,100000,60000
W 8784 EOM,15534,Biru,Yamaha Freego,B7KLMCPMV,2011,4 September 2024,124000,0,81840,0,35000,0,0,100000,60000
AG 4748 CO,81636,Biru,Honda Vario 125,JFH1LS71NT,2020,2 Mei 2025,225000,0,148500,0,35000,0,0,100000,60000
P 9182 PM,19566,Abu-Abu,Yamaha Vixion R,B4WXN6R31,2023,23 Desember 2025,110000,0,72600,0,83000,0,0,100000,60000
L 8485 NCU,67929,Putih,Yamaha Mio M3,F3GXU3BBL,2018,17 April 2026,150000,0,99000,0,35000,0,0,100000,60000
L 8030 FZ,96537,Kuning,Yamaha Aerox 155,B3W4SCZLS,2019,13 Maret 2026,124000,0,81840,0,83000,0,0,100000,60000
L 5207 PTO,21905,Orange,Honda Beat,JFW1IX31DC,2012,3 Januari 2025,85000,0,56100,0,83000,0,0,100000,60000
L 7364 YS,44486,Hitam,Kawasaki KLX 150,KLX150A8526A,2020,4 Februari 2024,225000,0,148500,0,35000,0,0,100000,60000
L 1596 ND,96191,Hitam,Honda Beat,JFW123U50V,2022,14 Oktober 2024,110000,0,72600,0,35000,0,0,100000,60000
N 7697 FHK,36204,Biru,Yamaha R15,B742X4FAC,2019,22 September 2025,150000,0,99000,0,35000,0,0,100000,60000
L 8739 XYW,32399,Silver,Yamaha NMAX 155,SED3YQEM4R,2011,18 September 2025,175000,0,115500,0,83000,0,0,100000,60000
N 2917 SSN,65692,Abu-Abu,Honda Scoopy,JFB1P1UI8D,2016,22 Juni 2025,110000,0,72600,0,83000,0,0,100000,60000
W 5231 YI,00280,Putih,Yamaha R15,B74Y4RGIM,2011,16 September 2025,110000,0,72600,0,83000,0,0,100000,60000
W 4746 TN,23400,Merah,Suzuki Satria F150,SF150DV003K,2015,12 November 2025,124000,0,81840,0,83000,0,0,100000,60000
N 6917 LP,18365,Abu-Abu,Yamaha Vixion R,B4WXKJTAV,2018,15 Agustus 2025,110000,0,72600,0,35000,0,0,100000,60000
W 6472 WPZ,64956,Biru,Kawasaki KLX 150,KLX1509E3ETS,2018,11 September 2025,250000,0,165000,0,83000,0,0,100000,60000
S 5945 ZE,35722,Biru,Yamaha R15,B74JWRQ5K,2018,15 Juni 2025,110000,0,72600,0,35000,0,0,100000,60000
S 5448 OL,79594,Abu-Abu,Yamaha R15,B7469FRFF,2019,18 Mei 2025,200000,0,132000,0,83000,0,0,100000,60000
L 8631 BJ,61485,Merah,Yamaha Aerox 155,B3WHWNYJS,2013,31 Desember 2024,124000,0,81840,0,83000,0,0,100000,60000
N 9603 TNX,75168,Hitam,Kawasaki KLX 150,KLX150MZITOT,2015,22 Januari 2024,200000,0,132000,0,83000,0,0,100000,60000
AG 2579 IH,89778,Kuning,Honda Beat,JFW1XAH6IX,2015,13 Maret 2024,200000,0,132000,0,35000,0,0,100000,60000
P 4634 HH,84759,Silver,Yamaha Aerox 155,B3WP1BY6V,2021,23 September 2025,150000,0,99000,0,83000,0,0,100000,60000
N 9258 HK,18784,Merah,Honda Scoopy,JFB1UESR9E,2020,10 Juni 2025,124000,0,81840,0,83000,0,0,100000,60000
L 8104 KON,77556,Orange,Honda Scoopy,JFB1QHEB4K,2010,22 Maret 2025,110000,0,72600,0,83000,0,0,100000,60000
AE 4553 VRJ,27197,Abu-Abu,Yamaha Mio M3,F3G8I9K5B,2010,18 Mei 2024,135000,0,89100,0,35000,0,0,100000,60000
L 6783 OF,87318,Abu-Abu,Yamaha Aerox 155,B3WNV5X6U,2021,6 November 2025,110000,0,72600,0,83000,0,0,100000,60000
W 8728 CWC,96816,Merah,Kawasaki Ninja 250,EX250BF5PXH,2013,10 Mei 2024,124000,0,81840,0,83000,0,0,100000,60000
AE 5744 CWE,46698,Hitam,Suzuki Satria F150,SF150P87OKY,2024,12 Maret 2025,85000,0,56100,0,83000,0,0,100000,60000
M 2686 YJ,51221,Merah,Yamaha Vixion R,B4WESPY5M,2013,19 Februari 2024,95000,0,62700,0,35000,0,0,100000,60000
P 3297 UHN,59373,Abu-Abu,Yamaha Vixion R,B4WMNLCJJ,2014,30 April 2025,110000,0,72600,0,83000,0,0,100000,60000
L 9777 TZC,35268,Silver,Honda Beat,JFW1YP8NJG,2020,8 Mei 2024,110000,0,72600,0,35000,0,0,100000,60000
S 3508 AOQ,79258,Biru,Kawasaki Ninja 250,EX250VY5TYH,2022,20 November 2024,110000,0,72600,0,35000,0,0,100000,60000
W 9514 KCB,84420,Orange,Suzuki Satria F150,SF150P935XI,2011,19 Juni 2025,250000,0,165000,0,83000,0,0,100000,60000
M 2749 EGK,56573,Biru,Yamaha Freego,B7KD15IJP,2010,5 Mei 2025,225000,0,148500,0,35000,0,0,100000,60000
AE 9895 NE,49864,Putih,Honda Vario 125,JFH1CEN74I,2021,27 Februari 2026,95000,0,62700,0,35000,0,0,100000,60000
AE 9923 ISQ,16788,Hijau,Honda PCX 160,KF305JDKOU,2014,17 Juni 2025,135000,0,89100,0,83000,0,0,100000,60000
W 6435 AH,15474,Orange,Yamaha NMAX 155,SED30JYD1C,2023,3 Maret 2025,150000,0,99000,0,35000,0,0,100000,60000
S 2192 TS,89276,Hitam,Kawasaki KLX 150,KLX150ERP5P9,2024,23 Februari 2026,95000,0,62700,0,83000,0,0,100000,60000
N 6250 FGH,64570,Orange,Yamaha NMAX 155,SED3RLM3DZ,2013,23 April 2026,200000,0,132000,0,83000,0,0,100000,60000
L 2734 ODR,91063,Abu-Abu,Yamaha Mio M3,F3GZMZO02,2012,16 Maret 2026,200000,0,132000,0,35000,0,0,100000,60000
S 9174 IFI,45611,Biru,Honda Beat,JFW1RTUWM6,2019,13 April 2025,225000,0,148500,0,83000,0,0,100000,60000
M 2837 XYO,03382,Silver,Yamaha NMAX 155,SED3EJSX09,2023,14 Mei 2024,200000,0,132000,0,83000,0,0,100000,60000
N 6378 JP,33614,Silver,Yamaha NMAX 155,SED3QGJP3H,2012,1 September 2024,95000,0,62700,0,83000,0,0,100000,60000
L 5745 AA,48799,Hitam,Yamaha Mio M3,F3GB9U7H7,2020,17 Juli 2025,110000,0,72600,0,83000,0,0,100000,60000
S 4789 DXV,84874,Kuning,Kawasaki KLX 150,KLX150FTM6CM,2013,13 Desember 2025,95000,0,62700,0,83000,0,0,100000,60000
AG 4942 FLU,60385,Biru,Yamaha Mio M3,F3GI0TFVX,2016,23 Juli 2025,95000,0,62700,0,83000,0,0,100000,60000
M 2768 OZA,60330,Kuning,Suzuki GSX-R150,GX150T7RLF3,2015,23 September 2025,225000,0,148500,0,35000,0,0,100000,60000
S 2593 RA,79072,Hijau,Honda CB150R,CB150R7A8Z74,2021,10 Juni 2024,110000,0,72600,0,83000,0,0,100000,60000
AE 8741 ZZ,85802,Abu-Abu,Honda PCX 160,KF30OCI9UY,2017,16 Februari 2026,85000,0,56100,0,35000,0,0,100000,60000
AG 9907 MOJ,66806,Biru,Suzuki Satria F150,SF1506PS2EY,2019,5 Januari 2026,250000,0,165000,0,83000,0,0,100000,60000
P 7296 OP,29017,Orange,Honda Scoopy,JFB1XM2R1M,2012,15 April 2024,85000,0,56100,0,83000,0,0,100000,60000
M 4613 CD,50499,Merah,Honda Revo 110,HB5K59XHP,2010,2 April 2025,95000,0,62700,0,35000,0,0,100000,60000
W 5433 FHY,49158,Orange,Honda Beat,JFW1WXM6QK,2022,2 Agustus 2025,225000,0,148500,0,83000,0,0,100000,60000
N 3084 ZN,42925,Hitam,Yamaha Mio M3,F3GCNIV1G,2023,20 April 2024,250000,0,165000,0,35000,0,0,100000,60000
W 7457 JCB,24972,Silver,Yamaha R15,B74HYOPPS,2020,17 Februari 2025,150000,0,99000,0,35000,0,0,100000,60000
S 4937 AJU,09164,Orange,Suzuki GSX-R150,GX150MWOIQ4,2015,25 Januari 2025,250000,0,165000,0,35000,0,0,100000,60000
P 4816 VE,61273,Kuning,Kawasaki KLX 150,KLX1506I8HIU,2011,30 Mei 2024,124000,0,81840,0,83000,0,0,100000,60000
S 1609 DFV,76493,Putih,Kawasaki KLX 150,KLX150507XT2,2016,23 Mei 2026,175000,0,115500,0,35000,0,0,100000,60000
